,birth_order,birth_sex,mother_age,birth_count,country,time
224,4胎,女,未滿15歲,0,臺北市,106
225,4胎,男,15～19歲,0,臺北市,106
226,4胎,男,20～24歲,3,臺北市,106
227,4胎,男,25～29歲,7,臺北市,106
228,4胎,男,30～34歲,39,臺北市,106
229,4胎,男,35～39歲,52,臺北市,106
230,4胎,男,40～44歲,22,臺北市,106
231,4胎,男,45～49歲,1,臺北市,106
232,4胎,男,50歲以上,0,臺北市,106
233,4胎,男,未滿15歲,0,臺北市,106
234,5胎,女,15～19歲,0,臺北市,106
235,5胎,女,20～24歲,1,臺北市,106
236,5胎,女,25～29歲,2,臺北市,106
237,5胎,女,30～34歲,3,臺北市,106
238,5胎,女,35～39歲,15,臺北市,106
239,5胎,女,40～44歲,5,臺北市,106
240,5胎,女,45～49歲,0,臺北市,106
241,5胎,女,50歲以上,0,臺北市,106
242,5胎,女,未滿15歲,0,臺北市,106
243,5胎,男,15～19歲,0,臺北市,106
244,5胎,男,20～24歲,0,臺北市,106
245,5胎,男,25～29歲,2,臺北市,106
246,5胎,男,30～34歲,7,臺北市,106
247,5胎,男,35～39歲,11,臺北市,106
248,5胎,男,40～44歲,5,臺北市,106
249,5胎,男,45～49歲,0,臺北市,106
250,5胎,男,50歲以上,0,臺北市,106
251,5胎,男,未滿15歲,0,臺北市,106
252,6胎,女,15～19歲,0,臺北市,106
253,6胎,女,20～24歲,0,臺北市,106
254,6胎,女,25～29歲,0,臺北市,106
255,6胎,女,30～34歲,0,臺北市,106
256,6胎,女,35～39歲,5,臺北市,106
257,6胎,女,40～44歲,0,臺北市,106
258,6胎,女,45～49歲,0,臺北市,106
259,6胎,女,50歲以上,0,臺北市,106
260,6胎,女,未滿15歲,0,臺北市,106
261,6胎,男,15～19歲,0,臺北市,106
262,6胎,男,20～24歲,0,臺北市,106
263,6胎,男,25～29歲,0,臺北市,106
264,6胎,男,30～34歲,0,臺北市,106
265,6胎,男,35～39歲,2,臺北市,106
266,6胎,男,40～44歲,0,臺北市,106
267,6胎,男,45～49歲,0,臺北市,106
268,6胎,男,50歲以上,0,臺北市,106
269,6胎,男,未滿15歲,0,臺北市,106
270,7胎,女,15～19歲,0,臺北市,106
271,7胎,女,20～24歲,0,臺北市,106
272,7胎,女,25～29歲,0,臺北市,106
273,7胎,女,30～34歲,0,臺北市,106
274,7胎,女,35～39歲,1,臺北市,106
275,7胎,女,40～44歲,0,臺北市,106
276,7胎,女,45～49歲,1,臺北市,106
277,7胎,女,50歲以上,0,臺北市,106
278,7胎,女,未滿15歲,0,臺北市,106
279,7胎,男,15～19歲,0,臺北市,106
280,7胎,男,20～24歲,0,臺北市,106
281,7胎,男,25～29歲,0,臺北市,106
282,7胎,男,30～34歲,0,臺北市,106
283,7胎,男,35～39歲,1,臺北市,106
284,7胎,男,40～44歲,0,臺北市,106
285,7胎,男,45～49歲,0,臺北市,106
286,7胎,男,50歲以上,0,臺北市,106
287,7胎,男,未滿15歲,0,臺北市,106
288,8胎,女,15～19歲,0,臺北市,106
289,8胎,女,20～24歲,0,臺北市,106
290,8胎,女,25～29歲,0,臺北市,106
291,8胎,女,30～34歲,1,臺北市,106
292,8胎,女,35～39歲,0,臺北市,106
293,8胎,女,40～44歲,0,臺北市,106
294,8胎,女,45～49歲,0,臺北市,106
295,8胎,女,50歲以上,0,臺北市,106
296,8胎,女,未滿15歲,0,臺北市,106
297,8胎,男,15～19歲,0,臺北市,106
298,8胎,男,20～24歲,0,臺北市,106
299,8胎,男,25～29歲,0,臺北市,106
300,8胎,男,30～34歲,0,臺北市,106
301,8胎,男,35～39歲,0,臺北市,106
302,8胎,男,40～44歲,0,臺北市,106
303,8胎,男,45～49歲,0,臺北市,106
304,8胎,男,50歲以上,0,臺北市,106
305,8胎,男,未滿15歲,0,臺北市,106
306,9胎以上,女,15～19歲,0,臺北市,106
307,9胎以上,女,20～24歲,0,臺北市,106
308,9胎以上,女,25～29歲,0,臺北市,106
309,9胎以上,女,30～34歲,0,臺北市,106
310,9胎以上,女,35～39歲,0,臺北市,106
311,9胎以上,女,40～44歲,0,臺北市,106
312,9胎以上,女,45～49歲,0,臺北市,106
313,9胎以上,女,50歲以上,0,臺北市,106
314,9胎以上,女,未滿15歲,0,臺北市,106
315,9胎以上,男,15～19歲,0,臺北市,106
316,9胎以上,男,20～24歲,0,臺北市,106
317,9胎以上,男,25～29歲,0,臺北市,106
318,9胎以上,男,30～34歲,0,臺北市,106
319,9胎以上,男,35～39歲,2,臺北市,106
320,9胎以上,男,40～44歲,0,臺北市,106
321,9胎以上,男,45～49歲,0,臺北市,106
322,9胎以上,男,50歲以上,0,臺北市,106
323,9胎以上,男,未滿15歲,0,臺北市,106
324,1胎,女,15～19歲,173,新北市,106
325,1胎,女,20～24歲,776,新北市,106
326,1胎,女,25～29歲,2128,新北市,106
327,1胎,女,30～34歲,3069,新北市,106
328,1胎,女,35～39歲,1776,新北市,106
329,1胎,女,40～44歲,262,新北市,106
330,1胎,女,45～49歲,19,新北市,106
331,1胎,女,50歲以上,1,新北市,106
332,1胎,女,未滿15歲,1,新北市,106
333,1胎,男,15～19歲,141,新北市,106
334,1胎,男,20～24歲,829,新北市,106
335,1胎,男,25～29歲,2259,新北市,106
336,1胎,男,30～34歲,3351,新北市,106
337,1胎,男,35～39歲,1766,新北市,106
338,1胎,男,40～44歲,264,新北市,106
339,1胎,男,45～49歲,16,新北市,106
340,1胎,男,50歲以上,1,新北市,106
341,1胎,男,未滿15歲,2,新北市,106
342,2胎,女,15～19歲,14,新北市,106
343,2胎,女,20～24歲,285,新北市,106
344,2胎,女,25～29歲,1051,新北市,106
345,2胎,女,30～34歲,2294,新北市,106
346,2胎,女,35～39歲,1741,新北市,106
347,2胎,女,40～44歲,295,新北市,106
348,2胎,女,45～49歲,13,新北市,106
349,2胎,女,50歲以上,0,新北市,106
350,2胎,女,未滿15歲,0,新北市,106
351,2胎,男,15～19歲,30,新北市,106
352,2胎,男,20～24歲,294,新北市,106
353,2胎,男,25～29歲,1002,新北市,106
354,2胎,男,30～34歲,2367,新北市,106
355,2胎,男,35～39歲,1967,新北市,106
356,2胎,男,40～44歲,322,新北市,106
357,2胎,男,45～49歲,13,新北市,106
358,2胎,男,50歲以上,0,新北市,106
359,2胎,男,未滿15歲,0,新北市,106
360,3胎,女,15～19歲,0,新北市,106
361,3胎,女,20～24歲,47,新北市,106
362,3胎,女,25～29歲,148,新北市,106
363,3胎,女,30～34歲,393,新北市,106
364,3胎,女,35～39歲,433,新北市,106
365,3胎,女,40～44歲,118,新北市,106
366,3胎,女,45～49歲,5,新北市,106
367,3胎,女,50歲以上,0,新北市,106
368,3胎,女,未滿15歲,0,新北市,106
369,3胎,男,15～19歲,2,新北市,106
370,3胎,男,20～24歲,37,新北市,106
371,3胎,男,25～29歲,155,新北市,106
372,3胎,男,30～34歲,470,新北市,106
373,3胎,男,35～39歲,511,新北市,106
374,3胎,男,40～44歲,133,新北市,106
375,3胎,男,45～49歲,7,新北市,106
376,3胎,男,50歲以上,0,新北市,106
377,3胎,男,未滿15歲,0,新北市,106
378,4胎,女,15～19歲,0,新北市,106
379,4胎,女,20～24歲,6,新北市,106
380,4胎,女,25～29歲,33,新北市,106
381,4胎,女,30～34歲,72,新北市,106
382,4胎,女,35～39歲,88,新北市,106
383,4胎,女,40～44歲,35,新北市,106
384,4胎,女,45～49歲,3,新北市,106
385,4胎,女,50歲以上,0,新北市,106
386,4胎,女,未滿15歲,0,新北市,106
387,4胎,男,15～19歲,1,新北市,106
388,4胎,男,20～24歲,6,新北市,106
389,4胎,男,25～29歲,27,新北市,106
390,4胎,男,30～34歲,64,新北市,106
391,4胎,男,35～39歲,101,新北市,106
392,4胎,男,40～44歲,34,新北市,106
393,4胎,男,45～49歲,2,新北市,106
394,4胎,男,50歲以上,0,新北市,106
395,4胎,男,未滿15歲,0,新北市,106
396,5胎,女,15～19歲,0,新北市,106
397,5胎,女,20～24歲,0,新北市,106
398,5胎,女,25～29歲,9,新北市,106
399,5胎,女,30～34歲,12,新北市,106
400,5胎,女,35～39歲,24,新北市,106
401,5胎,女,40～44歲,4,新北市,106
402,5胎,女,45～49歲,0,新北市,106
403,5胎,女,50歲以上,0,新北市,106
404,5胎,女,未滿15歲,0,新北市,106
405,5胎,男,15～19歲,0,新北市,106
406,5胎,男,20～24歲,1,新北市,106
407,5胎,男,25～29歲,8,新北市,106
408,5胎,男,30～34歲,20,新北市,106
409,5胎,男,35～39歲,24,新北市,106
410,5胎,男,40～44歲,10,新北市,106
411,5胎,男,45～49歲,0,新北市,106
412,5胎,男,50歲以上,0,新北市,106
413,5胎,男,未滿15歲,0,新北市,106
414,6胎,女,15～19歲,0,新北市,106
415,6胎,女,20～24歲,0,新北市,106
416,6胎,女,25～29歲,5,新北市,106
417,6胎,女,30～34歲,3,新北市,106
418,6胎,女,35～39歲,4,新北市,106
419,6胎,女,40～44歲,2,新北市,106
420,6胎,女,45～49歲,0,新北市,106
421,6胎,女,50歲以上,0,新北市,106
422,6胎,女,未滿15歲,0,新北市,106
423,6胎,男,15～19歲,0,新北市,106
424,6胎,男,20～24歲,0,新北市,106
425,6胎,男,25～29歲,2,新北市,106
426,6胎,男,30～34歲,7,新北市,106
427,6胎,男,35～39歲,6,新北市,106
428,6胎,男,40～44歲,2,新北市,106
429,6胎,男,45～49歲,0,新北市,106
430,6胎,男,50歲以上,0,新北市,106
431,6胎,男,未滿15歲,0,新北市,106
432,7胎,女,15～19歲,0,新北市,106
433,7胎,女,20～24歲,0,新北市,106
434,7胎,女,25～29歲,0,新北市,106
435,7胎,女,30～34歲,0,新北市,106
436,7胎,女,35～39歲,4,新北市,106
437,7胎,女,40～44歲,1,新北市,106
438,7胎,女,45～49歲,0,新北市,106
439,7胎,女,50歲以上,0,新北市,106
440,7胎,女,未滿15歲,0,新北市,106
441,7胎,男,15～19歲,0,新北市,106
442,7胎,男,20～24歲,0,新北市,106
443,7胎,男,25～29歲,0,新北市,106
444,7胎,男,30～34歲,2,新北市,106
445,7胎,男,35～39歲,0,新北市,106
446,7胎,男,40～44歲,0,新北市,106
447,7胎,男,45～49歲,0,新北市,106
448,7胎,男,50歲以上,0,新北市,106
449,7胎,男,未滿15歲,0,新北市,106
450,8胎,女,15～19歲,0,新北市,106
451,8胎,女,20～24歲,0,新北市,106
452,8胎,女,25～29歲,0,新北市,106
453,8胎,女,30～34歲,1,新北市,106
454,8胎,女,35～39歲,1,新北市,106
455,8胎,女,40～44歲,1,新北市,106
456,8胎,女,45～49歲,0,新北市,106
457,8胎,女,50歲以上,0,新北市,106
458,8胎,女,未滿15歲,0,新北市,106
459,8胎,男,15～19歲,0,新北市,106
460,8胎,男,20～24歲,0,新北市,106
461,8胎,男,25～29歲,0,新北市,106
462,8胎,男,30～34歲,2,新北市,106
463,8胎,男,35～39歲,1,新北市,106
464,8胎,男,40～44歲,0,新北市,106
465,8胎,男,45～49歲,0,新北市,106
466,8胎,男,50歲以上,0,新北市,106
467,8胎,男,未滿15歲,0,新北市,106
468,9胎以上,女,15～19歲,0,新北市,106
469,9胎以上,女,20～24歲,0,新北市,106
470,9胎以上,女,25～29歲,0,新北市,106
471,9胎以上,女,30～34歲,0,新北市,106
472,9胎以上,女,35～39歲,0,新北市,106
473,9胎以上,女,40～44歲,0,新北市,106
474,9胎以上,女,45～49歲,0,新北市,106
475,9胎以上,女,50歲以上,0,新北市,106
476,9胎以上,女,未滿15歲,0,新北市,106
477,9胎以上,男,15～19歲,0,新北市,106
478,9胎以上,男,20～24歲,0,新北市,106
479,9胎以上,男,25～29歲,1,新北市,106
480,9胎以上,男,30～34歲,1,新北市,106
481,9胎以上,男,35～39歲,0,新北市,106
482,9胎以上,男,40～44歲,0,新北市,106
483,9胎以上,男,45～49歲,0,新北市,106
484,9胎以上,男,50歲以上,0,新北市,106
485,9胎以上,男,未滿15歲,0,新北市,106
486,1胎,女,15～19歲,144,桃園市,106
487,1胎,女,20～24歲,652,桃園市,106
488,1胎,女,25～29歲,1724,桃園市,106
489,1胎,女,30～34歲,2142,桃園市,106
490,1胎,女,35～39歲,942,桃園市,106
491,1胎,女,40～44歲,124,桃園市,106
492,1胎,女,45～49歲,3,桃園市,106
493,1胎,女,50歲以上,1,桃園市,106
494,1胎,女,未滿15歲,3,桃園市,106
495,1胎,男,15～19歲,174,桃園市,106
496,1胎,男,20～24歲,761,桃園市,106
497,1胎,男,25～29歲,1912,桃園市,106
498,1胎,男,30～34歲,2239,桃園市,106
499,1胎,男,35～39歲,1005,桃園市,106
500,1胎,男,40～44歲,149,桃園市,106
501,1胎,男,45～49歲,5,桃園市,106
502,1胎,男,50歲以上,1,桃園市,106
503,1胎,男,未滿15歲,3,桃園市,106
504,2胎,女,15～19歲,36,桃園市,106
505,2胎,女,20～24歲,264,桃園市,106
506,2胎,女,25～29歲,886,桃園市,106
507,2胎,女,30～34歲,1702,桃園市,106
508,2胎,女,35～39歲,1096,桃園市,106
509,2胎,女,40～44歲,149,桃園市,106
510,2胎,女,45～49歲,3,桃園市,106
511,2胎,女,50歲以上,0,桃園市,106
512,2胎,女,未滿15歲,0,桃園市,106
513,2胎,男,15～19歲,26,桃園市,106
514,2胎,男,20～24歲,270,桃園市,106
515,2胎,男,25～29歲,994,桃園市,106
516,2胎,男,30～34歲,1841,桃園市,106
517,2胎,男,35～39歲,1188,桃園市,106
518,2胎,男,40～44歲,159,桃園市,106
519,2胎,男,45～49歲,4,桃園市,106
520,2胎,男,50歲以上,0,桃園市,106
521,2胎,男,未滿15歲,0,桃園市,106
522,3胎,女,15～19歲,2,桃園市,106
523,3胎,女,20～24歲,48,桃園市,106
524,3胎,女,25～29歲,151,桃園市,106
525,3胎,女,30～34歲,377,桃園市,106
526,3胎,女,35～39歲,368,桃園市,106
527,3胎,女,40～44歲,82,桃園市,106
528,3胎,女,45～49歲,1,桃園市,106
529,3胎,女,50歲以上,0,桃園市,106
530,3胎,女,未滿15歲,0,桃園市,106
531,3胎,男,15～19歲,4,桃園市,106
532,3胎,男,20～24歲,46,桃園市,106
533,3胎,男,25～29歲,160,桃園市,106
534,3胎,男,30～34歲,353,桃園市,106
535,3胎,男,35～39歲,397,桃園市,106
536,3胎,男,40～44歲,100,桃園市,106
537,3胎,男,45～49歲,2,桃園市,106
538,3胎,男,50歲以上,0,桃園市,106
539,3胎,男,未滿15歲,0,桃園市,106
540,4胎,女,15～19歲,0,桃園市,106
541,4胎,女,20～24歲,12,桃園市,106
542,4胎,女,25～29歲,34,桃園市,106
543,4胎,女,30～34歲,79,桃園市,106
544,4胎,女,35～39歲,83,桃園市,106
545,4胎,女,40～44歲,25,桃園市,106
546,4胎,女,45～49歲,1,桃園市,106
547,4胎,女,50歲以上,0,桃園市,106
548,4胎,女,未滿15歲,0,桃園市,106
549,4胎,男,15～19歲,0,桃園市,106
550,4胎,男,20～24歲,8,桃園市,106
551,4胎,男,25～29歲,33,桃園市,106
552,4胎,男,30～34歲,74,桃園市,106
553,4胎,男,35～39歲,98,桃園市,106
554,4胎,男,40～44歲,18,桃園市,106
555,4胎,男,45～49歲,3,桃園市,106
556,4胎,男,50歲以上,0,桃園市,106
557,4胎,男,未滿15歲,0,桃園市,106
558,5胎,女,15～19歲,0,桃園市,106
559,5胎,女,20～24歲,2,桃園市,106
560,5胎,女,25～29歲,6,桃園市,106
561,5胎,女,30～34歲,20,桃園市,106
562,5胎,女,35～39歲,29,桃園市,106
563,5胎,女,40～44歲,13,桃園市,106
564,5胎,女,45～49歲,0,桃園市,106
565,5胎,女,50歲以上,0,桃園市,106
566,5胎,女,未滿15歲,0,桃園市,106
567,5胎,男,15～19歲,0,桃園市,106
568,5胎,男,20～24歲,4,桃園市,106
569,5胎,男,25～29歲,11,桃園市,106
570,5胎,男,30～34歲,10,桃園市,106
571,5胎,男,35～39歲,31,桃園市,106
572,5胎,男,40～44歲,8,桃園市,106
573,5胎,男,45～49歲,0,桃園市,106
574,5胎,男,50歲以上,0,桃園市,106
575,5胎,男,未滿15歲,0,桃園市,106
576,6胎,女,15～19歲,0,桃園市,106
577,6胎,女,20～24歲,0,桃園市,106
578,6胎,女,25～29歲,1,桃園市,106
579,6胎,女,30～34歲,8,桃園市,106
580,6胎,女,35～39歲,11,桃園市,106
581,6胎,女,40～44歲,1,桃園市,106
582,6胎,女,45～49歲,0,桃園市,106
583,6胎,女,50歲以上,0,桃園市,106
584,6胎,女,未滿15歲,0,桃園市,106
585,6胎,男,15～19歲,0,桃園市,106
586,6胎,男,20～24歲,2,桃園市,106
587,6胎,男,25～29歲,0,桃園市,106
588,6胎,男,30～34歲,8,桃園市,106
589,6胎,男,35～39歲,5,桃園市,106
590,6胎,男,40～44歲,3,桃園市,106
591,6胎,男,45～49歲,0,桃園市,106
592,6胎,男,50歲以上,0,桃園市,106
593,6胎,男,未滿15歲,0,桃園市,106
594,7胎,女,15～19歲,0,桃園市,106
595,7胎,女,20～24歲,0,桃園市,106
596,7胎,女,25～29歲,0,桃園市,106
597,7胎,女,30～34歲,0,桃園市,106
598,7胎,女,35～39歲,6,桃園市,106
599,7胎,女,40～44歲,1,桃園市,106
600,7胎,女,45～49歲,0,桃園市,106
601,7胎,女,50歲以上,0,桃園市,106
602,7胎,女,未滿15歲,0,桃園市,106
603,7胎,男,15～19歲,0,桃園市,106
